file,glove_type,defect_labels,split,lighting,background,notes
data/public/public_clean/images/fabric/fabric_Lightly-worn-leather-gloves-P1000064.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather work gloves wear progress 2020-09-18 10-42-37 487.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Katies_New_Garden_Gloves_Purchased_at_the_Chelsea_Flower_Show_3243bfaf-41db-4d7f-b513-a9603da0de9e.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1980.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Close-up_of_a_protective_glove_thrown_on_the_ground_df7fe8ed-e6b0-4355-a98b-3d45935aca27.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves - 28096590309.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Lightly-worn-leather-gloves-P1000063.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 2003.4.6-3).png",fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Missingone_work_glove_f086a5fe-5d07-440b-8395-e84e7861f5ae.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1989.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves - 38977603355.png,fabric,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves drying in the Sun.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Leather_gloves_3883b6a0-71e3-4591-ba3d-86dfe4a0b060.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Hiking gloves P1040195.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1988.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather-glove-wear-progression-P1000059.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves (2 pair in a row).png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Black boxing gloves.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Leather gloves progress March 7, 2019 - 47261237112.png",fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Cowhide leather gloves P1000230.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 2003.4.2-1).png",fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Rinsing_the_equipment_without_any_soap_or_protective_gloves_(6829310730)_a60afd35-1242-4633-a3fd-9b361427b468.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Abandoned_work_gloves_ebb4bcc1-22e3-4485-b9a1-e08f8aa2b6d2.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Merry_Leather_Gloves_3a9f4719-a77b-4b80-a6a0-218972e2fa49.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves - 44759116244.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 2391).png",fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1979.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves DSC 1976.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_SDIM8814_Zhenyas_Latex-Coated_Cotton_Garden_Glove_98e51461-1a04-4692-b3b2-a925cbdb30a4.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_New leather gloves P1000061.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves out hiking P1000952.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gottschalk's Glove at the Historic New Orleans Collection.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Visiting_My_Work_Glove_854457d0-87d4-4d27-b887-8e365ca75c26.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Leather_gloves_3fe2d110-f95c-413f-9b18-06b918061ca9.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Gloves - 25005246147.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Work_Gloves_3025fca3-be07-4480-8ca9-b709688990e6.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_Leather gloves (4 pair).png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/fabric/fabric_Gloves, pair (AM 14587-4).png",fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Giro_LX_LF_Pittards_Leather_Glove._lovethesethings_girocycling_e95fa641-ddee-4fb5-ba87-48fc0f002e6a.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/fabric/fabric_fabric_Work_glove_1af20643-bfc2-4db2-9a37-bfe90dce76f4.png,fabric,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Best_Nitrile_Gloves_b1561f3a-c266-4615-894c-ac83b99691a1.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_purple_nitrile_gloves_duct_tape_cuff_d808aa9d-28cb-4474-bca9-40c247b396b5.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Medium_Black_Nitrile_Disposable_Gloves_-_100_Piece_Glove_Box_a89e35f5-0d04-4325-a1c7-7805f7f338db.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Extended_Cuff_Blue_Nitrile_Glove_c98f96fd-d405-4f51-942f-ccd9f8a2cd3c.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Nitrile rubber balles.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Extended_Cuff_Purple_Nitrile_Glove_46722ded-47de-4254-8766-c84339f82753.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Extended Cuff Purple Nitrile Glove.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_nitrile_gloves_0ae120e8-1694-46b9-8447-3712eb814fc8.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Nitrile disposable gloves.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Varnishing_day_Dutifully_wearing_my_respirator_safety_goggles_and_nitrile_gloves._You_can_see_the_screen_I_built_out_of_a_cardboard_box_and_cheesecloth_behind_the_paintings._After__07ec8654-0401-417c-9928-fa89386e8ac2.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Nitrile_Gloves_holder_20230316_110111_221b3267-4472-43d8-bdf1-44d28c0fb3b1.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Protective_nitrile_gloves_8880e706-103f-4f1e-b052-4cf8dcafd2ff.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Organic_vapor_respirator_Check_Safety_goggles_Check_Nitrile_gloves_Check_NOW_Im_properly_attired_for_varnishing_paintings_safetyfirst_4bf550eb-4f10-4e79-a1cf-6dffc7e4dff5.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Extended Cuff Blue Nitrile Glove.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Disposable nitrile glove with transparent background.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Nylon with nitrile gloves.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Medium_Black_Nitrile_Disposable_Gloves_-_100_Piece_Glove_Box_b16ca665-eb1e-41f6-b97d-ff0c7e758745.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Disposable_nitrile_glove_with_transparent_background_ee33bd46-5453-4f5a-8fd5-2496385c3be7.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Medium_Black_Nitrile_Disposable_Gloves_-_100_Piece_Glove_Box_7663e69e-d045-46dd-a38d-817adf2bded5.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Protective nitrile gloves.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Nitrile powder free protective gloves.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Nitrile Gloves holder 20230316 110111.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Disposable nitrile glove.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Polypropylene_Clean_Room_Wipe_and_Blue_Nitrile_Glove_-_2_ffce3823-b48d-4d5d-8648-0c427600ecf4.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Purple-nitrile-glove.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Polypropylene_Clean_Room_Wipe_and_Blue_Nitrile_Glove_-_1_06bce856-faff-4633-8fad-4ce71b35d94d.png,nitrile,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Polypropylene Clean Room Wipe and Blue Nitrile Glove - 2.png,nitrile,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Polypropylene Clean Room Wipe and Blue Nitrile Glove - 3.png,nitrile,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_FileNitrile_Glove_for_Clean_Room.jpg_5a91e77e-6781-4fd7-b4dc-848e864b8149.png,nitrile,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Green_nitrile_glove_c26239fa-f58f-46a7-8659-a43a5344fe35.png,nitrile,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Gants d'examen nitriles non poudrés robé médical.png,nitrile,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Polypropylene_Clean_Room_Wipe_and_Blue_Nitrile_Glove_-_3_fa88d78a-fa66-4122-bcd8-e0010c00873a.png,nitrile,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Nitrile_disposable_gloves_3a9fd3fb-ab3f-4adb-9f7c-cd7ac8d84675.png,nitrile,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Polypropylene Clean Room Wipe and Blue Nitrile Glove - 1.png,nitrile,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_Nylon_with_nitrile_gloves_9afd339f-fe16-4ad4-82e8-48981440cc82.png,nitrile,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_Nitrile Glove for Clean Room.png,nitrile,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/nitrile/nitrile_nitrile_nitrile_gloves_8d225963-c4bc-405f-8ae2-376213d6eb3b.png,nitrile,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Got_to_give_big_budah_credit._He_had_plastic_gloves_in_his_vehicle_for_just_these_types_of_events_a1a184ea-bb70-4bbf-9edd-d822b3c10b8d.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_HK MTR train interior plastic glove February 2022 SS2 01.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Plastic_Gloves_e842dd80-0213-4dd0-9409-c0dc07e178d6.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Hand_grab_bones_at_Taste_of_Jiangnan._They_give_you_a_plastic_glove_to_eat_this_with._c46dad60-9260-47d4-9b42-b722396f16d7.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_Vinyl Einmalhandschuhe.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_A_person_in_a_white_apron_and_gloves_is_using_a_spoon_to_place_dollops_of_white_mixture_melted_candy_onto_a_tray_filled_with_chopped_pecans._The_tray_is_on_a_metal_counter_and_is_p_01fdf4cb-f768-42d3-94b3-927136dbd784.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/plastic/plastic_Covid-19 PPE glove dumped Tottenham style, London, England.png",plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/plastic/plastic_Exhibit, plastic gloves for artificial hands (NCP 4821), National Museum of Health and Medicine (3633131057).png",plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_Vinyl-chloride-3D-vdW.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_I_go_to_dry_my_hands_at_MIA_bathroom_and_I_get..._plastic_gloves_7a8ff42e-4b58-4de5-86e4-1980a0c63a50.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_plastic_gloves_6421bcbb-10ce-45ca-a361-163a561ee95e.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/plastic/plastic_U.S. Army Spc. Emanuel Walton, a plumber, with the 758th Engineer Company, primes a PVC (Polyvinyl chloride) pipe for a new sewer line during the Innovative Readiness Training with Rebuilding Miami Together 130613-A-XA929-013.png",plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_HK_MTR_train_interior_plastic_glove_February_2022_SS2_01_022c8ac5-fd10-4002-8cfe-4a409f423199.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_One_thin_plastic_glove_on_the_floor_8afe7f3f-68b7-4f0a-96b5-3b53129e4d48.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_JiminyPicketVinylFence.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_plastic_gloves_at_kfc_6c336e8e-1cbf-4aa5-be35-2ebbbc4a8bf0.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_SZ 深圳 Shenzhen 南山區 Nanshan 蛇口 Shekou Walmark store shop 肯德基 KFC Restaurant November 2019 IX2 plastic gloves.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_Pure Polyvinyl Chloride powder.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/plastic/plastic_Japanese female scientist wearing plastic gloves holding syringe and vial, researching a coronavirus vaccine (50739007612).png",plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_plastic_glove_on_the_beach_903b213b-d4a9-4c78-ba3f-4816a0652042.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_HK_SYP_西環_Sai_Ying_Pun_第三街_Third_Street_正街_Centre_Street_佳寶食品超級市場_Kai_Bo_Food_Supermarket_goods_plastic_gloves_April_2020_SS2_06_f1bdb2a3-1eaa-4681-9fbe-08e0e01978cd.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_Laundry of Vinyl&Gloves (52814933166).png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_One thin plastic glove on the floor.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/plastic/plastic_Postmodern children's ceramic table lamp with light bulb, unknown designer, 2024, ceramic, polyvinyl chloride, copper, linen, 26 X 12.5 X 12.5 cm, at Zara Home in the ParkLake Mall in Bucharest.png",plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_Vinyl Einmalhandschuhe 1.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Plumber_explaining_about_the_broken_sewer_plastic_gloves_toilet_bathroom_Broadview_duplex_Seattle_Washington_USA_5eb29880-e97a-4507-aa46-e63121209faf.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Japanese_female_scientist_wearing_plastic_gloves_holding_syringe_and_vial_researching_a_coronavirus_vaccine_(50739007612)_91385b30-93e5-4041-bd1a-5b2d1369b488.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_SZ_深圳_Shenzhen_福田_Futian_連城新天地_Link_City_mall_大家樂快餐_Cafe_de_Coral_Restaurant_plastic_glove_n_hand_March_2024_R12S_01_2de90766-cd29-4d0a-a0d8-cc57ecd9dca1.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_SZ 深圳 Shenzhen 福田 Futian 連城新天地 Link City mall 大家樂快餐 Cafe de Coral Restaurant plastic glove n hand March 2024 R12S 01.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Dominic_coming_to_grips_with_the_no_plates_and_plastic_gloves_approach_to_dinner_at_thehouseofcrabs_7b1c6d4c-74ba-4258-8bcb-c19300bd2e2e.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_Gants d'examen vinyles poudrés robé médical.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_HK SYP 西環 Sai Ying Pun 第三街 Third Street 正街 Centre Street 佳寶食品超級市場 Kai Bo Food Supermarket goods plastic gloves April 2020 SS2 06.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_SZ_深圳_Shenzhen_南山區_Nanshan_蛇口_Shekou_Walmark_store_shop_肯德基_KFC_Restaurant_November_2019_IX2_plastic_gloves_2a748e83-1935-4716-9467-12344ca92f11.png,plastic,,train,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
"data/public/public_clean/images/plastic/plastic_Gratis plastic gloves at a petrol station, Winschoten (2018).png",plastic,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_home-made_plastic_glove_35eabc00-f929-4aba-a12f-520aea364679.png,plastic,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_HK SW 上環 Sheung Wan 皇后大道中 Queen's Road Central shop goods 膠手套 household plastic gloves April 2020 SS2 02.png,plastic,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_person_using_plastic_gloves_making_food_-_Credit_to_https__myfriendscoffee.com__73fccec7-0a09-4efe-98bf-76c9e7fe6c42.png,plastic,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Plastic_glove_to_keep_your_hands_clean_-_Chickilia_West_Melbourne_07ffd5a2-0b10-4f1d-a0a8-416e4ce40f16.png,plastic,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_orange_plastic_glove_035a40e5-aedf-4bd0-b4d7-85233e3da708.png,plastic,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Exhibit_plastic_gloves_for_artificial_hands_(NCP_4821)_National_Museum_of_Health_and_Medicine_(3633131057)_8044abfb-52da-42bd-a22d-b0103abf8d41.png,plastic,,val,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Amy_Lame_Royal_Vauxhall_Tavern__Plastic_gloves_please_check_2024f90e-c611-4c3a-849c-91f1cd66c69a.png,plastic,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_This_is_what_Fitz_the_Tantrums_look_like_through_a_plastic_glove._89d18abc-4c3c-47b5-9b68-9bf2b670e68a.png,plastic,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Lost_Plastic_Glove_57fef683-04f6-4837-aa68-a8db22b79ba2.png,plastic,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_FileGratis_plastic_gloves_at_a_petrol_station_Winschoten_(2018).jpg_d692e2ad-255c-430e-b226-11a98503c8ae.png,plastic,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Orange_vinyl_glove_297111f3-e389-4871-89a0-1b358b3f7ccf.png,plastic,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_HK_SW_上環_Sheung_Wan_皇后大道中_Queens_Road_Central_shop_goods_膠手套_household_plastic_gloves_April_2020_SS2_02_b9813a40-f480-4d80-8b73-f0aa9889f4dc.png,plastic,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
data/public/public_clean/images/plastic/plastic_plastic_Plastic_gloves_to_eat_chicken_f6e43848-d2bb-41d3-8c99-42551c93899f.png,plastic,,test,unknown,unknown,source=commons manifest=data/public/public_clean/manifest.csv
